username,date,content,user_location,bulan
VerryDDarta,2021-05-27 04:22:02+00:00,"@namorudott Iya, dari awal saya sudah benar2 ingin di vaksin. Dan Allah swt kabulkan doa saya dan berikan saya jalan. Begitu juga istri saya, juga sudah di vaksin. Saat ini kita menunggu 2nd phase. InsyaAllah kami selalu sehat. Aamiin",Kepulauan Riau,Mei
ranndevia,2021-03-28 16:44:18+00:00,"H+1 setelah dapat suntikan vaksin Sinovac, aku kenapa ngerasa kulitku jauh lebih lembab. 😂 Tapi cepat keringetan abis jalan kaki 30 menit. Padahal hujan 🤔",Banten,Maret
poskupangcom,2021-07-04 06:38:59+00:00,"Wagub NTT Josef Nae Soi Bersama Keluarga dan Karyawan Rumah Jabatan Terima Vaksin Corona Sinovac
 
https://t.co/HcoSZoGyxl lewat @tribunnews",Nusa Tenggara Timur,Februari
ruhuyrahayu,2021-05-29 22:21:15+00:00,Masyakat di sekitar venue akan di vaksin Indonesia Berintegritas https://t.co/9RNgw9bmG5,Sulawesi Utara,Mei
polsek_senggigi,2021-03-25 01:26:21+00:00,"Vaksin COVID-19 : HALAL, AMAN &amp; GRATIS

#divhumaspolri 
#humaspoldantb 
#humaspolreslobar https://t.co/YUP13ZNwe6",Nusa Tenggara Barat,Maret
dokteragusagung,2021-02-15 04:05:15+00:00,Vaksin kedua done @ Rs Pratama Nusa Penida https://t.co/dyexHxj2nX,Bali,Februari
treezana,2021-01-27 14:47:58+00:00,"Rekor
1 jt penderita
Karena sudah ada vaksin kali ya",Banten,Januari
ivooxid,2021-07-10 15:59:52+00:00,"Kalbe Farma dan Genexine Korsel Kembangkan Vaksin Covid-19, BPOM: Harapan Kita Ada Transfer Teknologi https://t.co/C8MHGaNWo5",Sulawesi Utara,Januari
Martabak_teloor,2021-01-29 17:08:47+00:00,"@kochenglokallll Selama makanan nya, gak makan sembarangan.. Dan di vaksin sih, okay ajaaa",DKI Jakarta,Januari
hallodino,2021-06-28 17:54:00+00:00,"@AdiFarothon @sbyfess Iya loh.. saya kmren dapet kabar dari teman sejurusan habis vaksin ke 2. eh waktu di proyek ada yg kena, malah yg abis vaksin ke 2 hampir semua kena, yg blm vaksin aman2 saja. Saya gamau nge judge bahwa abis vaksin gampang kena ya, mau ngomongin real nya saja di lapangan.",Jawa Timur,Juni
Mcnsterkisses,2021-05-19 14:00:00+00:00,Semoga bapa w dpt vaksin mandiri dr perusahaannyaaaaa pls w udah fomo blm divaksin wkakwkwkwkw @ pemerintah pls sumpah jaman skrg iri grgr vaksin doang,Jawa Tengah,Mei
bumagda_,2021-05-28 04:01:48+00:00,"Saya ga punya kapasitas jelasin benefit vaksin dgn penjelasan teknis krn saya gak paham dan bukan dokter. Tapi sebagai praktisi komunikasi, terdorong buat kasih perspektif lebih luas tentang kenapa kamu harus vaksin, berdasarkan data data hasil riset yg saya pelajari.",Banten,Mei
aymbrlrfrz,2021-06-29 15:17:40+00:00,"Melihat segelintir story WA temen ku sehabis di vaksin ada yang Demam, Ngantuk , lemes dll 
Kok saya malah efeknya laper wkwkwwk",Nusa Tenggara Barat,Juni
Yogadwijendra,2021-01-16 07:50:08+00:00,SNK Final season + vaksin datang = ...... https://t.co/eeQiX8y8hT,Nusa Tenggara Barat,Januari
abdoeh_abbiati,2021-06-29 07:12:51+00:00,@__MRaZ Vaksin.e drive thru..??,Jawa Timur,Juni
FebrianiFatma,2021-03-07 10:51:01+00:00,"@TogaMD Ompung ompungku. 84tahun dan 76tahun. Sudah vaksin jg.
Bisala keluarga kami masuk golongan yg positif itu ya kaann 😎 https://t.co/bAVx6ecgUw",Sumatera Utara,Maret
rdgyeom777,2021-03-28 10:57:34+00:00,"@sunshinearsyj Better enggaknya gw gabisa ngmg sis, udh rame sih tapi ya masih adaa😂 
Bkap udah..
Hmm btw nykab gw baru aja gak ada tapi bkn cvd, cuman kalo umur nykab emg blm bisa vaksin jg sihh.. 
Nykab bkap lu udah vaksin semua?",Jawa Timur,Maret
Prasety72595950,2021-04-29 12:43:13+00:00,@FirzaHusain India waktu itu sempat embargo vaksin.....ternyata oh ternyata...,Kalimantan Tengah,April
fhuadbinsar,2021-04-26 05:29:58+00:00,"Vaksin tidak membatalkan puasa dengan suntikan pada otot @halimiskandarnu 
@imansyukri
@malik_haramain 
@taufikmadjid71 
@yusradaridesa 
@ChoirilAkbar6 
@bangsispusdatin
@SukoyoKasekpro 
#tppsulawesibarat https://t.co/yESTAMpoy2",Sulawesi Barat,Januari
stethoscology,2021-05-24 05:11:22+00:00,@sefadroxyl Syudaaah. Udah vaksin kedua juga. Sehaaat 😁😁,DI Yogyakarta,Mei
FNt70,2021-02-24 15:00:08+00:00,"@MazByan Kadinkesnya sdh periksa gak si Mr. P yg katanya membesar itu? Punya data gak sebelum &amp; sesdah vaksin? Klo blm punya data awal, trus mbandingkan data ssudah vaksin dg data yg mana? Kira2? 
Dia kira permen karet kali? Sbelum diemut msh pendek, stlh diemut melar memanjang! 🤭😲🤣😂",Sulawesi Selatan,Februari
62_toya,2021-02-23 06:57:26+00:00,#Sadar diri adalah vaksin terbaik untuk luka yg lebih kronis#,Jawa Barat,Februari
DonJuanOgie,2021-04-10 09:15:17+00:00,@andiiiiiiiinnnn Lagi vaksin,Riau,April
SayapGaruda8,2021-06-11 13:06:45+00:00,"Ahli virologi universitas Udayana memastikan semua vaksin sudah diuji dengan baik

Tolak Provokasi https://t.co/gM2zh2oDxS",Nusa Tenggara Barat,Juni
ms_atiek,2021-03-27 03:53:46+00:00,"@pitoist Kekmana mau menumbangkan oligarki wong tangi kawanen. Aku wis sarapan, ngopi sampe vaksin haddddeehhh.",Bali,Maret
LoneWolfNobody,2021-05-28 11:38:07+00:00,@Yudhi131013 @SHWBAPAK @merapi_uncover Padahal udah di vaksin di Cybertron,DKI Jakarta,Mei
lely_marfuah,2021-07-03 11:25:57+00:00,@JeromePolin Adanya vaksin jatuh cinta sih jer,Sulawesi Tengah,Januari
popbakerbdg,2021-06-27 10:18:11+00:00,Dengan kamu vaksin bukan artinya bikin kamu jadi anti covid #dumbass,Jawa Barat,Juni
noraakira,2021-05-29 09:26:55+00:00,"Kekdang terpk gak rakyat sendiri pun x abis d vaksin belum lg yang foreingner yang bekerja kat sini, gelandagan, orang2 tua yang terabai...",Sulawesi Utara,Mei
Jannah_58,2021-06-28 03:50:34+00:00,"Senang punya teman yg excited mau di vaksin..
Yang sengaja meluangkan waktu buat cari faskes yg sedia vaksin..",Sulawesi Tenggara,Juni
MARLYHARRYA,2021-06-25 11:26:48+00:00,Jadi virus covid delta itu ( ga ngerti bahasa benernya gimana ) modelnya bermutasi dalam artian si covid ini bergabung gitu dengan virus yang ada dalam vaksin tersebut. Nah dari situ tercipta virus covid yang makin bervariatif dan tingkat keganasannya makin tinggi.,Kalimantan Timur,Juni
dekharry,2021-03-27 02:42:15+00:00,"Sanur menuju zona hijau..
Ayooo vaksin..
@BaleBengong @blogdokter @Indounik https://t.co/EA1Ae7cAt0",Bali,Maret
_chulat,2021-05-29 15:29:36+00:00,"Based on this

Mass Covid testing should have been done to curb down the cases

More realistic and active measure should have been taken

Instead, we keep relying passive SOP and Unfair Compound fines 

Inilah jadi bila in denial and terlalu mengharap kepada vaksin https://t.co/ZMXhjfxTr5",Sulawesi Utara,Mei
hzmzhr_,2021-07-08 14:41:09+00:00,Kesekian kalinya ketinggalan vaksin karna pas lagi sakit :(,Kalimantan Barat,Mei
toelatoel,2021-02-27 16:19:37+00:00,"@mmmmonana Banyak yang kontra karena statement beliau yang bilang “tidak akan mengganggu proses vaksin pemerintah”, karena banyak yang meyakini dengan adanya dua jalur vaksin gini pasti mengganggu. Yang setuju rata² karyawan, karena jadi punya jalur “akselerasi”.
Gitu sih dr yg saya baca..",Sumatera Utara,Februari
derman_amda,2021-04-24 04:03:55+00:00,"Ikhtiar dalam penanganan covid 19 adalah salah satunya vaksinasi.
Jom Vaksin !!!
#TPPIRiau
#TPPIRohil 
@jokowi 
@halimiskandarnu 
@malik_haramain
@imansyukri
@taufikmadjid71
@yusradaridesa 
@azzameldzikrie 
@IsmailAZainuri
@tppkemendes 
@kemendesapdtt
@BerandadesaID
@DodiShawana https://t.co/AigouEzfGp",Aceh,April
Sambala97806708,2021-05-22 07:11:35+00:00,@Vaksin_Vuritust @Atho_Ismail @tvOneNews Harap maklum.... Orang lagi cari makan,Sumatera Barat,Mei
oktaviaika,2021-07-08 08:44:23+00:00,ngeri juga ya pas ngantri vaksin ketemu org yg lagi isoman/positif covid tp nekat dtg vaksin. gak ngaku pas di screening :”,Kalimantan Barat,Maret
heyrwin,2021-04-28 06:01:34+00:00,"@acupofsin Tetep ngantri tapi ga separah vaksin pertama. 1,5 jam lah total",Banten,April
riamuktichan,2021-04-29 18:35:16+00:00,@umihanif2 @ShikamaruKing48 @detikcom Betul byk yg salah paham nih.dikira kalo udah vaksin artinya “lo bakalan kebal” padahal ma “lo ga bakalan mati amit” kalo kena” 😅,Kalimantan Tengah,April
KataBagoes,2021-06-29 13:48:44+00:00,"Misal bulan ini dapet vaksin sinovac, bulan berikutnya dapet giliran astra. Apakah aman ya?",Jawa Timur,Juni
docknick,2021-01-14 13:40:44+00:00,Bhayangkari SIAP di VAKSIN dan Karna NAKES harus siap MEM VAKSIN juga @ Puskesmas Rendeng https://t.co/VaceqoQrzF,Jawa Tengah,Januari
fiqrie_yahya,2021-05-29 11:54:37+00:00,"@Barokaizen @JKJAVMY @bernamadotcom Hahaha, menyesal terus.",Kalimantan Tengah,Mei
aleepaja,2021-02-26 09:01:03+00:00,Bisa gk sih vaksin berbentuk sirup aja? Jangan jarum suntik deh 😭😭,Jawa Barat,Februari
efuefuuu,2021-05-28 15:40:35+00:00,"Yeyeyy 🌼
#VaksinasiCovid19 #Vaksin https://t.co/GFRjfvsUAs",DKI Jakarta,Mei
tiniiengat,2021-06-24 11:09:20+00:00,Boleh gak si menolak untuk di vaksin?,Kalimantan Timur,Juni
FebrianiFatma,2021-03-07 14:36:31+00:00,"RS UNIVERSITAS SUMATERA UTARA  melayani pemberian vaksin covid-19 untuk lansia dengan ketentuan sebagai berikut :
1. Pastikan usia Bapak/Ibu sama dengan atau di atas 60 tahun
2. Berdomisili di kota Medan (KTP kota Medan atau membawa surat keterangan domisili dari lurah).",Sumatera Utara,Maret
hellomunidisini,2021-04-22 11:03:59+00:00,Ternyata vaksin ke 2 ga ada efek sampingnya cuma tangan aja pegel yg disuntik soalnya temen ada blng vaksin ke 2 lbh kerasa aja efeknya. Emang tiap orang beda beda pdhl bbrp hari lalu sempet agak meriang.,Bali,April
bowotejo1,2021-06-28 00:07:37+00:00,"Ayo ikuti program vaksin, Bersatu Kita Teguh https://t.co/tHtJPLtwPG",Kepulauan Bangka Belitung,Juni
ecosocrights,2021-02-16 23:15:29+00:00,"Dukung petisi ""Vaksin until semua"" https://t.co/8nBny6Vv0L",DI Yogyakarta,Februari
biofarmaID,2021-03-22 14:12:50+00:00,"Vaksin Astrazeneca yang merupakan hasil kerjasama multilateral antara Pemerintah Republik Indonesia dengan Covax/GAVI yang telah tiba di Indonesia pd 8 Maret 2021 yang lalu, sudah mulai didistribusikan ke beberapa provinsi di Indonesia sejak Sabtu (20/3) #distribusivaksincovid19 https://t.co/z6ICxnus0q",Jawa Barat,Maret
Nia24943825,2021-06-25 00:52:13+00:00,"Jokowi Terbitkan Aturan Denda dan Pidana Warga Penolak Vaksin Corona 
Damai Indonesiaku
https://t.co/Qf2Nyfk7YV",Kalimantan Utara,Januari
gustibrewon,2021-07-04 05:05:26+00:00,"Saya sudah pernah ke Dinkes Kota Kupang. Saya sudah meminta atensi Dinkes. Saya sudah lapor ke @OmbudsmanRI137  NTT terkait masalah dosis kedua Vaksin Astrazeneca yg lagi sulit di Kota Kupang. Semoga ada solusi. @LaporCovid
@kemenkomarves @KemenkesRI",Nusa Tenggara Timur,Februari
PenkumB,2021-01-28 07:24:29+00:00,"Kajati Banten Dr. Asep N Mulyana kembali mendapat suntikan Vaksin Sinovac tahap kedua, yang bertempat di Dinas Kesehatan Provinsi Banten, diikuti juga oleh Sekda Provinsi Banten Dr. Al Muktabar, https://t.co/uyEjeCRdLL. Pada Kamis (28/01/2021)
#Kejaksaanri 
#Kejatibanten 
#jawara https://t.co/VOgoVWGPFE",DKI Jakarta,Januari
PolsekRogojampi,2021-03-11 08:03:31+00:00,"Setelah menerima vaksin, masyarakat tetap harus mematuhi protokol kesehatan
#TetapDirumahAja
Selalu Disiplin 5M https://t.co/JrVDlFwcWO",Kalimantan Selatan,Maret
IndraWarsa88,2021-06-29 03:47:07+00:00,"Vaksin untuk atasi pandemi Covid-19
#VaksinasiCovid19 https://t.co/EXiAbG1dmq",Jambi,Juni
RmdhnJava,2021-02-27 17:11:51+00:00,"Kalau politician dapat vaksin dan terus lanjutkan sesi parlimen, mungkin orang tak marah sangat. https://t.co/8Heqy3v5N9",Kalimantan Tengah,Februari
PolsekRogojampi,2021-03-26 06:10:31+00:00,"Diharapkan masyarakat tetap menerapkan Prokes dimanapun berada meskipun sudah di vaksin.
#AyoVaksinTetap5M https://t.co/MtOZQjqqlS",Kalimantan Selatan,Maret
dawan_polsek,2021-03-19 01:13:02+00:00,Panglima TNI dan Kapolri Tinjau Pelaksaan Vaksin 2.101 Personel di Polda Jatim https://t.co/3DYb1QWkeM,Nusa Tenggara Barat,Maret
treezana,2021-06-29 11:27:45+00:00,"Rata2 pd takut, orang lebih mendengarkan berita negatif drpd berita yg positif ttg vaksin https://t.co/FGJVaiL15b",Banten,Juni
biofarmaID,2021-03-25 14:59:17+00:00,"Juru Bicara sekaligus Corporate Secretary Bio Farma mengatakan total bulk vaksin asal Sinovac yang telah kita terima hingga saat ini sebanyak 53,5 juta vaksin, yang sudah mulai diproduksi secara bertahap di Bio Farma mulai 13 Januari 2021. https://t.co/qCbQmEJhUK",Jawa Barat,Maret
shafik_alie,2021-01-28 03:16:47+00:00,@AidilFaisal_ Tapi aku dok sa. Hok aku oyak tu ore lain. Aku buke anti vaksin 🤣,Aceh,Januari
FebrianiFatma,2021-02-02 08:16:12+00:00,"Kalo bisa dapat fasilitas swab gretongan rasanya tiap 2minggu sekali pun mau aku cek.
Walaupun aktivitas rumah kantor dan supermarket doang. 
Mana ga pernah WFH lg. Dipikir2 Bankers ini garda depan jg. Udh cocok kami dpt vaksin. Cocok kam rasa kan Pak @jokowi ?",Sumatera Utara,Februari
adamiqram_,2021-02-27 12:32:39+00:00,Apa ke hamak sangat la vaksin tu sampai nak berebut ambil jelah tak kisah pun memang nyawa orang lain ni boleh beli dekat caring pharmacy.,Sulawesi Utara,Februari
AchVic,2021-02-27 13:11:00+00:00,"Jaman udah modern. Vaksin masih aje pake suntikan. Pake sirup dong !

*Team takut disuntik 🤭",Kalimantan Tengah,Februari
kinkyfettish,2021-01-28 05:41:48+00:00,Ngantri vaksin 😂😂😂 #berasabayi #bayisehat (@ Poltekkes Kemenkes Jakarta 3 in Jakarta) https://t.co/5LkAZIP8LG,DKI Jakarta,Januari
AdrianUssu,2021-07-08 09:56:47+00:00,Mari kita sukseskan vaksin...bersama PSI kita bisa... https://t.co/oizZQPco5X,Sulawesi Tengah,Januari
nurabiram,2021-04-29 03:37:18+00:00,@kotaksegiempat Udah vaksin uda ....disini yg sdh vaksin PD bgt gak pake masker ...tp Alhamdulillah satpol PP nya tertib ....,DKI Jakarta,April
ada_solusi,2021-03-09 09:47:30+00:00,Dulu nolak2 sampr pamet ijazah.. rhh giliran vaksin pasti minta duluan..kayak genderuwo https://t.co/PiW3nqLNNg,Nusa Tenggara Barat,Maret
ekkyij,2021-04-29 03:12:50+00:00,"Utas yg menarik.
Sebentar lagi Lebaran, dengan tradisi silaturahim, mudik, dll yg identik dgn kerumunan dan bersalaman
Mari berhati2 dan menahan diri. Jgn sampai kejadian di India menimpa kita.
Tetap terapkan prokes, walau sdh vaksin.
Semoga Allah senantiasa melindungi kita semua https://t.co/h91Uan4bSJ",Banten,April
bugismanis1,2021-07-04 08:14:27+00:00,"@Bronz981 @equals_id Iya aturan baru kemenkes gak mensyratkan cd4 lgi, tpi knapa para nakes msih mnsyarakan cd4 d atas 200, sy gagal vaksin krna cd4 sy msih d angka 168 itupun cek d februari 2021, skrg blom cek lgi",Sulawesi Tenggara,Januari
SizeM17069422,2021-06-06 02:34:34+00:00,"Vaksin sinovac sudah mendapatkan izin dari WHO.
Restorasi Indonesia https://t.co/C10TGkhnxu",Kalimantan Utara,Maret
lukas_milen,2021-01-26 13:38:02+00:00,Lupakan.... Memaafkan Pernah #quotes #PercepatPemulihanBangsa Vaksin Lancar Rakyat Kuat sekolah pemerintah #quotes #quoteoftheday #quotesgalau #quotesgalau https://t.co/1qHbHWITVh,DI Yogyakarta,Januari
DikaLasman,2021-07-09 05:19:32+00:00,"Kalo orang tidak mau vaksin dan selalu yakin tidak bakalan kena covid, bagusnya diapakan ee",Sulawesi Tengah,Januari
DichyAndes,2021-04-29 14:58:19+00:00,"Abis di vaksin, badan gemeteran, kukira efek vaksin, rupanya laper",Sulawesi Utara,April
mlsyvalenthinie,2021-02-02 02:39:01+00:00,"Saya sudah di vaksin !

Kenapa saya mau di vaksin?
Karena hidup bukan hanya tentang kita. Tapi juga tentang orang disekitar kita.
Jangan takut di vaksin yah. https://t.co/p78H5zrF5I",Nusa Tenggara Barat,Februari
farhatimardhiah,2021-02-23 15:50:22+00:00,"Ariel teh jelasin nge-rakit PC aja gampang dicernaaah

Ini bu ibuk yang anti vaksin bisa dengerin jelasin aa Ariel yaah, udah ganteng enak didenger gak blibeeet 😂 https://t.co/ZQsGeACRUJ",DI Yogyakarta,Februari
PolsekPlaju3,2021-01-13 04:09:10+00:00,"Ayo Kita vaksin bersama Kapolri Jenderal Polisi Drs. Idham Azis, Msi serentak melaksanakan Vaksin hari pertama #VaksinasiMelawanPandemi https://t.co/GCBFm35blJ",Sumatera Selatan,Januari
BaraasAbdillah,2021-05-20 06:49:06+00:00,"@bupalapak @muliadilim Ooh begitu ya, soalnya biasanya kalo udah pernah kena, rasa ingin menyalurkan critanya tinggi, saya kapan hari pas antrean vaksin sampe nunggu lama gara2 ada mbak2 cerita pengalaman pas kena covid",Kalimantan Selatan,Mei
Pian37506620,2021-06-25 02:38:39+00:00,"Presiden Jokowi tertibkan aturan denda dan pidana warga menolak vaksin covid-19.
Damai Indonesiaku https://t.co/eCM3z3yqT1",Kepulauan Bangka Belitung,Juni
_Kresnawijaya,2021-07-10 00:46:35+00:00,"@Tabolang2 @susipudjiastuti sebelum kena, patuh prokes dan aturan dulu sob, trus vaksin ""vaksin bener bener solusi utama"".

kalau sudah terlanjur kena, harus istirahat, berjemur, minum vitamin, makanan sehat, sayur, daging, buah. lakukan hobby di rumah, karena hati yang gembira adalah obat.",Kalimantan Barat,April
BhimaLestanta,2021-05-25 08:51:08+00:00,8jt dosis vaksin sinovac tiba di Indonesia🇮🇩. Yok bisa yokkk 🔥,Bali,Mei
siprinar,2021-07-10 03:36:41+00:00,"Kemarin saya mendatangi dua faskes. Puskesmas terdekat bilang, kami belum layani vaksin tahap pertama krn stok terbatas. Kami layani vaksin tahap 2. Lalu diarahkan utk ikut di sini. Dapat jadwal hri Minggu pagi. Semoga aman-aman saja. https://t.co/NbJBE4kI80",Nusa Tenggara Timur,Juni
AnadoloDimas,2021-06-26 22:46:07+00:00,"Terkait penerimaan vaksinasi, sebanyak 914.200 dosis vaksin Covid-19 tahap dua termin pertama untuk 38 kabupaten/kota di Provinsi Jatim mulai didistribusikan. Proses distribusi ini dilakukan dalam dua hari yakni Senin-Selasa (22-23 Februari). Doa Untuk Bangsaku",Sulawesi Tenggara,Juni
nimidnec,2021-06-11 22:30:36+00:00,@AffiAssegaf @achietmokoginta Gak dapet pun bagus. Vaksin barat better not lah.,Sumatera Utara,Juni
sovea_,2021-07-10 07:19:50+00:00,Tempat vaksin kalo rame ni ktg bukan pi cari vaksin ma pi cari virus corona -_-,Nusa Tenggara Timur,Januari
hhaaddjjoo_,2021-07-08 02:14:16+00:00,"Di vaksin krn mau menstop rantai penyebaran covid ×
Di vaksin krn mau sertifikat vaksinnya saja √",Nusa Tenggara Timur,Mei
hhaaddjjoo_,2021-07-08 02:14:16+00:00,"Di vaksin krn mau menstop rantai penyebaran covid ×
Di vaksin krn mau sertifikat vaksinnya saja √",Nusa Tenggara Timur,April
adyvyruz,2021-01-22 12:41:05+00:00,"Vaksin tak percaya, gelang magnet kesihatan percaya pulak 😂 https://t.co/fKzeHohNbn",Aceh,Januari
Sulastr41465365,2021-06-08 09:00:18+00:00,"KJRI Jeddah mengungkapkan bahwa mutasi baru Covid-19 dan kelangkaan vaksin menjadi salah satu Kendala mekanisme pelaksanaan haji.
Dana Haji Terjamin
@jokowi  @YaqutCQoumas @Kemenag_RI https://t.co/h1RI51nsjm",Kalimantan Utara,Juni
Sissarah_k,2021-05-29 23:53:04+00:00,"U know what,skrg ni bila dh dapat tarikh vaksin tu rasa dia macam menang cabutan bertuah 😭",Papua,Mei
she_kunkun,2021-04-23 12:52:50+00:00,"Pengen divaksin. Katanya busui kalo divaksinasi, asinya juga mengandung antibodi yang bisa ketransfer ke bayinya. Dan berlaku buat bayi di bawah setahun. Ini anakku udah mau 8 bulan dan belom ada tanda tanda aku bakal dapet vaksin.

Ya saya kan hanya warga sipil biasa :'(((",DI Yogyakarta,April
Emayant63176260,2021-06-26 00:43:37+00:00,Vaksin efektif mencegah penularan virus covid varian Delta. Disiplin Atasi Pandemi https://t.co/L7RyUNmdfu,Kepulauan Bangka Belitung,Mei
deviyuliawati,2021-05-04 10:37:08+00:00,"@dinnaafriana Dince, lo vaksin juga ya?",Jambi,Mei
Nabilafatul,2021-03-22 07:57:11+00:00,Waiting for vaksin https://t.co/ESsiLYPTOB,Sulawesi Selatan,Maret
kembangkertas97,2021-04-15 15:17:28+00:00,@BiLLYKHAERUDIN Nunggu vaksin samudra pasai dulu om 🤣,Jawa Tengah,April
BenHifni,2021-03-29 10:57:59+00:00,"@KKMPutrajaya Boleh tolong perjelaskan kepada saya tak mengenai vaksin ni?

5G tu diaktifkan pada dos pertama ke atau kena tunggu dos kedua baru boleh guna?",Sulawesi Utara,Maret
_humansinful,2021-06-26 16:42:43+00:00,Besok aku vaksin gmna ni hdehhh,Nusa Tenggara Barat,Juni
indopalnews,2021-06-26 19:02:10+00:00,"https://t.co/yVuzPGmLZA
Khamenei Iran menerima vaksin yang diproduksi lokal
https://t.co/1GXpsFK5W6 https://t.co/cOMsbrvjDG",Jawa Tengah,Juni
vrara11,2021-05-29 04:06:10+00:00,"Wkt sd vaksin yg menghampiri kita, wkt kulyah mala kita yg menghampiri vaksin😨💪 https://t.co/UdDZoVvR9i",Kalimantan Selatan,Mei
Asepnurh23,2021-01-27 06:19:02+00:00,"Vaksin pertama di Kabupaten Tuban, semoga cepat normal kembali Indonesia! 😇🤲 https://t.co/VDjJW5b5qB",Banten,Januari
Onyssssss,2021-07-06 10:08:17+00:00,@wayanasti21 Vaksin di mana kak?,Nusa Tenggara Timur,Februari
Anjaswisesa_K,2021-07-09 10:52:55+00:00,Nah tuh makanya vaksin https://t.co/ThsibLYBj7,Lampung,Juni
DinaKim96,2021-05-29 23:53:13+00:00,@JKJAVMY Saya daftar mak saya atas tanggungan tapi kenapa tak naik pun? https://t.co/INdriIX3Lg,Papua,Mei
Alfi_Ann,2021-03-29 09:23:46+00:00,Vaksin kedua 22 Mei nanti semoga efeknya ga semenakutkan yang pertama. Pengen kayak orang orang yang ga sakit dan ga bengkak setelah divaksin 🥺,Jawa Timur,Maret
asisi3009,2021-07-10 06:04:20+00:00,"@esawinda @Beritasatu Sy dah h5 isoman. Pcr h2, drumah gak dikasih apa, am org pkm. Pdhl saya ad batuk pusing dll. Minimal obatla. Untuk udh ke dokter h1. Pdhl gak terlalu rame yg kena . Ap sibuk vaksin gak thlah",Kepulauan Bangka Belitung,Mei
putufilla,2021-01-23 10:02:23+00:00,"Aku disuntik vaksin biasa ajaa
Hello kitty nya yg kaget https://t.co/lSgPq6EDHJ",Bali,Januari
ZulhaikalAdam,2021-05-29 23:59:12+00:00,Slow2 pujuk mak aku daftar amek vaksin. Now dia dah suruh cik yang daftar. Boy pulak mcm mak aku. Takut benda yg depa xtau. Sebijik perangai mak. 😂😂😂,Papua,Mei
EfendiZaimas1,2021-01-20 03:43:52+00:00,Vaksin android ada GPS nya.... 😆😆😆yg gaptek pasti percaya.... https://t.co/YyWoZx9A9H,Sumatera Utara,Januari
Hoga_Smjtk,2021-03-27 04:39:35+00:00,"Habis vaksin tangan gatal.. 
Ternyata sudah gajian.. 
#VaksinUntukKita 
#rakyatsehatnegarakuat https://t.co/A2XoPlidCy",Banten,Maret
alemongyeti,2021-04-21 03:27:02+00:00,Udah di vaksin bawaan nya ngantuk syekali 😪 https://t.co/Q1wApUzMQz,Jawa Barat,April
Alfi_Ann,2021-03-29 08:54:43+00:00,Pulang dari tempat vaksin tbtb laper. Padahal udah sarapan. Akhirnya ngajak suami beli makan dan dia ngajakin beli nasi bungkus daun pisang di  A. Yani yang menurut aku mayan enak dan murce. Haha https://t.co/Bg7EkCxNg8,Jawa Timur,Maret
Oland_Saragih,2021-07-02 17:21:57+00:00,@YaqIEn_z @ernestprakasa Duuuh..Vaksin bukan obat..ngga ada ceritanya virus itu mati.  Tp dgn vaksin dpt menurunkan dampak virusnya thd kondisi kesehatan kita apabila kita terjangkit..bahkan ada kemungkinan tdk berdampak sama sekali..,Sulawesi Tengah,Januari
thisisandri,2021-03-29 14:46:53+00:00,"@muhammad_husnil Sosialisasi vaksin lewat sinetron yg lg hits belom ada ya, mas?",Kalimantan Tengah,Maret
bugismanis1,2021-07-04 10:05:32+00:00,"@equals_id @Bronz981 Qw msih smangat buat vaksin, selasa mau k puskesmas yg beda lgi buat vaksin",Sulawesi Tenggara,Januari
Niyatri3,2021-07-08 07:09:37+00:00,Melalui program Vaksinasi Gotong Royong KADIN Indonesia mendukung pemerintah sehingga makin lama banyak penduduk yang beroleh vaksin.  #MerdekaMelawanCovid Tunjukkan Peranmu,Sulawesi Tenggara,Januari
celenganmiss,2021-07-09 07:42:47+00:00,"@springbvbbles iya pusing, trs aku bawa tidur ajaa pas bangun udah gapapa btw aku vaksin sinovac ya",Kalimantan Barat,Januari
poskupangcom,2021-07-04 10:58:37+00:00,"Indonesia Kembali Kedatangan Vaksin AstraZeneca 998.400 Dosis
 
https://t.co/6vOrMcxKbV lewat @tribunnews",Nusa Tenggara Timur,Mei
Jayeslle7,2021-03-28 05:42:57+00:00,"@pinklemonilo Vaksin 😂🤣 gamao cinta""an",Banten,Maret
derarszt,2021-02-27 06:39:30+00:00,"Skrining lansia utk vaksin itu lebih susah. Krn bnyk komorbid. Apalagi hipertensi (HT). Pas ditensi tinggi, hrs diulang tangan satunya lg. Kl msh tinggi (&gt;180/100) tanpa riwayat konsumsi obat HT rutin, hrs istirahat 30mnt baru tensi lg. Jd memang prosesnya lama.",Banten,Februari
lpsingaraja,2021-02-26 01:31:55+00:00,"11. Lewat pemberian vaksin tahap kedua ini, masyarakat diharap tdk perlu ragu lg utk divaksinasi. Pemberian vaksinasi, yg dipadu dgn menjaga protokol kesehatan, merupakan upaya utk melindungi diri dan keluarga kita
#KumhamPasti
#InsanPengayomanDukungVaksinasi
#SukseskanVaksinasi",Kalimantan Selatan,Februari
RareDarL_N,2021-07-08 03:04:43+00:00,"@OyKentangk gak bisa bedain mana bunga mana ochi 😭 indah semua 😭
btw ini dari semalam trus tadi pagi aku nonton ini, supaya gak gugup krn mo vaksin wkwkwk",Nusa Tenggara Timur,Juni
