username,date,content,user_location,bulan
Anastymedan,2021-02-02 10:03:44+00:00,"@dwiki_411 Kalau cerita DOSA mana lebih banyak Dosa Pemerintah kepada Rakyat dibanding Dosa Rakyat terhadap Pemerintah.

Pemerintah  banyak KORUPSI
Rakyat ada yg Tidak di Vaksin",Sumatera Utara,Februari
Alfi_Ann,2021-03-29 04:09:55+00:00,Mau cerita pengalaman vaksin covid-19 aku yanh pertama https://t.co/gC62Xx9R5d,Jawa Timur,Maret
buburgadiaduk_,2021-01-29 16:02:36+00:00,@wirawan411 Jangan jangan selama ini kita vaksin online (?),Kalimantan Tengah,Januari
aristiyan99,2021-01-29 03:50:31+00:00,Abis di Vaksin bisa berubah jadi Titan https://t.co/LJ5kscJ66j,Kalimantan Timur,Januari
dewagedekaw,2021-06-28 18:47:46+00:00,"Rencana pagi mau vaksin, cuma mager hujan. Dapat chat WA dari pak RT, di infokan kalau jam 12 siang saja ke puskesmas, karena dari pagi yg di prioritaskan khusus lansia dan zona merah &amp; kuning. Setelah sampai di lokasi, banyak sekali warga yg mengantri.",Jawa Timur,Juni
drBambangEdiS,2021-05-14 14:10:43+00:00,Pejabat banyak yang perlu vaksin ini jika tersedia  https://t.co/OJJM0gqDkw,DI Yogyakarta,Mei
pelitabataks,2021-03-17 05:23:58+00:00,Distribusi vaksin yang semakin menyeluruh membuat hati semakin nyaman... semakin jauh virus pengangguran. Sehat selalu pak @jokowi https://t.co/fHHY4cq2CA,Sumatera Utara,Maret
seputarinfoindo,2021-04-03 09:38:25+00:00,"Keamanan vaksin mengedepankan unsur kehati-hatian.

#Covid19 #VirusCorona #SocialDistancing #PhysicalDistancing #ProtokolKesehatan #AdaptasiKebiasaanBaru #Vaksinasi https://t.co/UWjkolrPzu",Sumatera Barat,April
IinIndriawiati1,2021-01-13 04:03:43+00:00,"@WagimanDeep212_ Dan videonya tersebar di medsos ,semakin girang yg anti vaksin .",Kalimantan Timur,Januari
tika_nordin,2021-05-29 04:42:21+00:00,@zetyzura Memang boleh pun travel untuk vaksin. Tak perlu surat polis. Aku dah haritu 😌,Aceh,Mei
AdyPerm10262428,2021-04-26 10:46:53+00:00,"Abis vaksin, di ruang observasi, liat mas-mas di pojokan yg (keliatannya) keren, kebetulan pas keluar bareng, trus sempet buka masker dianya, ternyata emang ganteng. Anjir, puasaku berkurng pahalanya garagara negthink ke si mas masker putih. 😁

#bisexsemarang #gaysemarang https://t.co/y10Ax9KskY",Jawa Tengah,April
adeintanch,2021-04-28 14:22:47+00:00,Akhirnya dapet jadwal vaksin dari Corpu setelah lama menunggu 😄,Banten,April
elee618,2021-04-29 13:59:36+00:00,"Salam Nuzul Quran. Semoga mendapat rahmat &amp; keberkatan peristiwa bulan Ramadan yang penuh bermakna ini.
#StaySafe dalam menghadapi COVID-19 ini &amp; moga kita semua mendapat vaksin dalam masa terdekat demi keselamatan semua.
#lindungidirilindungisemua
https://t.co/gpdRrs4FuY https://t.co/RndqtIP0uE",Sulawesi Utara,April
budakpublik,2021-06-11 13:20:20+00:00,"Jangan Lengah Lawan Pandemi
Ayooo Vaksinasi. Vaksin Amann

Tolak Provokasi https://t.co/BokIFchNco",Nusa Tenggara Barat,Juni
Vutspon_Fedba,2021-01-22 12:39:22+00:00,"DAH DAH LA BABI ""VAKSIN TAK PERCAYA"" NIIII MULA2 LAWAK LA LAMA2 DAH BASI LA SIAL JADI TRENDING SAMPAI BOCAH, RETIS, ANAK MENTERI PUN PULUN!",Aceh,Januari
polsek_senggigi,2021-04-28 01:14:16+00:00,"Wujudkan Indonesia bebas dari COVID-19 dengan Vaksin yang Halal, Aman dan Gratis

#divhumaspolri 
#humaspoldantb 
#humaspolreslobar
#KampungSehat2NTB
#kampungsehatntbjilid2
#kampungsehatnuruttatananbaru
#polreslobar 
#polreslobarsukseskanlombakampungsehat https://t.co/myy5eDx25s",Bali,April
Aqilah_J,2021-05-29 23:12:46+00:00,Rentas negeri for Vaksin AZ today.. bertarung nak beratur plak,Kalimantan Tengah,Mei
TantriAnggreani,2021-07-10 09:25:17+00:00,@alibralieus Kau udah vaksin belum ???,Kalimantan Barat,April
polsek_sentani,2021-03-02 07:37:13+00:00,"Perwira Tinggi Mabes Polri Terima Vaksinasi Covid-19 Tahap I

Jajaran Perwira Tinggi Mabes Polri melaksanakan vaksin Covid-19 Sinovac tahap I di Wisma Bhayangkari Mabes Polri, Jakarta Selatan, Senin (1/3). 

#VaksinasiAnggotaPolri
Terbentuknya Herd Immunity https://t.co/ktsdnLc0pE",Papua,Maret
NodeB15,2021-06-08 08:49:35+00:00,"Kuota haji bagi Indonesia belum diputuskan oleh Arab Saudi karena mutasi baru Covid-19 dan kelangkaan vaksin menjadi salah satu alasannya.
Dana Haji Terjamin
@jokowi  @YaqutCQoumas @Kemenag_RI https://t.co/fgIsqVF5wS",Kalimantan Utara,April
husada_menik,2021-05-24 12:56:13+00:00,"Selamat Malam Sahabat Menik ☺️

Yuk jaga imun kita dengan Vaksin Influenza, manfaat nya sangat banyak loh🥰

#KlinikUmum24Jam #apotik24jam #PelayananDokterUmum #PelayananBidan #infusvitc #suntikvitaminc https://t.co/xFwZEh7aTY",Jawa Barat,Mei
sihildaaaa,2021-02-25 13:05:48+00:00,"Tadi pagi2 banget kamar gw digedor sama pak Sapari. Buka pintu dengan mata yg masih belekan, gw syok liat dia pake batik + pecian. Mau kemana dah. Gataunyaaaa, abis antri dari puskemas. Semangat banget mau vaksin https://t.co/D5Bu14f6Hr",Banten,Februari
FebrianiFatma,2021-03-08 06:01:10+00:00,"@haehugs Setau saya ini sedang untuk pegawai pemerintahan, BUMN, petugas kepolisian dll yang bertugas melayani publik.
Sy yang pegawai kantoran jg sejak bulan lalu sudah didata utk pendaftaran vaksin dan sudah keluar listnya. Tinggal menunggu jadwal vaksin.",Sumatera Utara,Maret
kafey,2021-01-25 00:25:12+00:00,"@sawung iya ya tinggal tukang vaksin laporan, data ambil dari organisasi keprofesian. Atau kalau harus daftar juga, pake sms reg spasi, gampang ga usah website2, klo memang mau lebih valid.",Jawa Barat,Januari
BiaDwiripa,2021-06-29 12:15:56+00:00,Ngantuk n laper abis divaksin. Efek vaksin bkn? Bukann ini mah efek bawaan orok 😂😂,DI Yogyakarta,Juni
iamnaaiinn,2021-05-18 04:59:12+00:00,"Pagi bangun, hujan terus, masih kilat gemuruh..
Kayaknya ga boleh nih, 
Siang ini disuruh lagi, katanya vaksin covax yang masalah yg seri 47, di pinang pake seri 48..",Kepulauan Riau,Mei
DNA_lloh,2021-01-20 17:45:59+00:00,My vaksin https://t.co/RGHbsfDycL,Nusa Tenggara Barat,Januari
Poltekkes_kdi,2021-02-13 13:47:37+00:00,"Pelaksanaan vaksinasi dosis kedua di Posko Gabungan kerja sama Poltekkes Kemenkes Kendari, KKP Kendari, Dinas Kesehatan Kota Kendari, IDI Kendari, PPNI Sultra, dan IBI Sultra, Sabtu (13/02/2021). #vaksin #Covid_19 #poltekkes #kemenkes #kendari https://t.co/QFZ6Vkq6wq",Sulawesi Tenggara,Februari
PaluUtara,2021-07-09 06:39:59+00:00,"Ayo Lakukan Vaksinasi 
Vaksin Aman &amp; Halal https://t.co/y6lrZv0oit",Sulawesi Tengah,Januari
Cak_X01,2021-01-27 05:09:39+00:00,"Menteri Kesehatan, Budi Gunadi Sadikin, menjelaskan bahwa tidak ada efek samping serius yg ia rasakan selepas menerima suntikan baik dosis pertama maupun kedua dari vaksin Covid-19. Budi menjadi salah satu perwakilan yg turut mengikuti vaksinasi bersama Presiden Joko Widodo. https://t.co/GcnQNLjRg9",Jawa Timur,Januari
mematchamatchai,2021-07-07 15:42:03+00:00,"@77umsrjnh_ Emang uma kapan yg pertama? Kok aku baliknya nanti agustus yeee😶 baru dosis pertama, vaksin sinovac maa",Kalimantan Barat,April
Rianhidayat_77,2021-06-23 01:34:25+00:00,"Vaksin dilakukan untuk mewujudkan kekebalan kelompok cegah covid-19

Bersatu Lawan Covid19 https://t.co/Y4DWlfsMQY",Kalimantan Utara,Juni
dokterimun_id,2021-01-29 05:16:47+00:00,"29-Jan-2021, 30 menit pasca vaksin... Aman tidak ada gejala reaksi alergi tipe cepat... Foto dulu sama istri yang vaksin bareng... #ayovaksin https://t.co/57wdSy2yde",Banten,Januari
NarasiIndonesia,2021-07-07 03:00:46+00:00,"Corona Menggila, Sri Mulyani Ingin 3 Juta Dosis Vaksin Disuntikan Setiap Hari https://t.co/zC76qpDTvr",Sulawesi Barat,Januari
milkshakecklat,2021-05-21 03:36:15+00:00,Untung efek vaksin cuma ngantuk 🤗,Jawa Barat,Mei
SuhairaSeyra,2021-02-27 22:58:32+00:00,Kalau betul ada vvvvip amek hak frontliners utk vaksin dulu. Jawab kat akhirat lah ya.,Kalimantan Tengah,Februari
febia_anjani,2021-04-27 03:51:41+00:00,Ga sahur dan harus vaksin 😪,Jawa Barat,April
razdhani,2021-04-24 11:49:13+00:00,"Soksokan mau angkat barbel siap vaksin, muter setir aja uda cenat cenut ini lengan 😑",Sumatera Utara,April
dekharry,2021-02-19 01:58:33+00:00,Vaksin yg sempat diremehkan sama banyak rang orang pinter Indonesia 😊👍🏻💪🏻 https://t.co/SvffZ5PMVp,Bali,Februari
AbirAbdulRahim,2021-05-29 08:22:30+00:00,"Enough with red tapes, one way to speed up the process is access to vaccination for all. 

@JKJAVMY @Khairykj https://t.co/2uw9LE9OEz",Sulawesi Utara,Mei
Handoko75161314,2021-01-27 05:55:49+00:00,"@MoelyonovDjalil taruhlah bicara resourves...

andai kekayaan singapura atau malaysia di pakai nanganin covid di Indonesia, apa gak sdh bangkrut

paling tdk, GDP /kekayaan kita bisa jadi modal kepercayaan untuk cari pinjaman Internasional, tdk harus merengek

misalnya vaksin itu.",Bali,Januari
gustibrewon,2021-07-04 04:55:42+00:00,"Mereka yang dijadwalkan dapat dosis kedua Vaksin Az, tidak mudah mendapatkan vaksin tsb. @KemenkesRI  @LaporCovid
 
@kemenkomarves
 
@jokowi
 
@RadioElshinta
 
@kumparan",Nusa Tenggara Timur,Mei
Asrul48867537,2021-06-26 06:16:04+00:00,"Dukung Program Sejuta Vaksin, Polda Sulsel Gelar vaksinasi Massal COVID-19 Gratis Untuk Rakyat

Polda Sulsel dan seluruh Polres Jajaran Polda Sulsel menggelar vaksinasi massal COVID-19 
#SerbuanVaksinasiNasional
Serentak 34Wilayah Polda https://t.co/HmHc9BF4GE",Sulawesi Selatan,Juni
AkuCullen2,2021-05-26 05:11:34+00:00,@ursantaclauz Udh sebulan lalu aku selesai vaksin cuk wkwkwk,Bali,Mei
nedissy,2021-06-29 13:53:22+00:00,"Hari ini ruteku; muara baru, mnc, sinarmas, menara mega, palma one, sinarmas, mnc, muara baru. Hebat banget gue belom sakit. Sakitnya cuma pas abis vaksin doang, wkwk.",Banten,Juni
srikandi_Jkwi,2021-01-09 08:41:25+00:00,Negara lain sibuk berebut vaksin... Indonesia sibuk cari Babi di dalam Vaksin...😡😡😡😡😡😡😡😡😡😡😡😡😡,Jambi,Januari
Cahaya39710020,2021-06-11 15:40:59+00:00,"Masyarakat harus waspada terhadap varian baru Covid-19 dengan melakukan pencegahan melalui vaksin dengan didukung disiplin protokol kesehatan 5M.
Tolak Provokasi https://t.co/iFYy0CIXBS",Kalimantan Utara,Januari
KoramilSleman,2021-03-26 08:12:07+00:00,Sleman --- Anggota Kodim 0732/Sleman disuntik Vaksin Covid-19 Dalam rangka mendukung Program Pemerintah Tentang Serbuan 130.000 Vaksin Covid 19 merk Astra Zeneca di Hanggar Skadik 102 Lanud Adi Sucipto Maguwoharjo Depok Sleman. Jumat pagi (26/3/2021) https://t.co/l9F19NOGuC,DI Yogyakarta,Maret
minHollyyy93,2021-07-05 10:14:57+00:00,@Abengj7 Wahh udah vaksin ke 2. Rasanya gimana beng? Dibandingkan yg pertama?,Nusa Tenggara Timur,Januari
WndaPutriDinata,2021-01-27 14:24:24+00:00,@enilesor_ Aku vaksin pertama malah belom dapet hahahahah,Jawa Barat,Januari
YAP_1972,2021-01-27 05:01:26+00:00,Presiden @jokowi melakukan vaksin untuk dosis yang kedua hari ini,DI Yogyakarta,Januari
NurAlis74284183,2021-07-08 05:09:16+00:00,"Presiden targetkan 3 juta Vaksin Perhari

PPKM Atasi Covid https://t.co/gSGmHhPUQ5",Sulawesi Barat,Januari
yesdiChalvin,2021-07-07 14:42:45+00:00,"masih banyak komen ""temen aku udah vaksin ke 2 tetep aja kena"" DUH",Nusa Tenggara Timur,April
POLSEK_JTJOGJA,2021-06-29 05:06:58+00:00,"@polresjogja Lindungi diri, ikuti Vaksin 
#GeraiVaksinPolri
Masker Lindungi Kita",DI Yogyakarta,Juni
BethesdaJogja,2021-03-25 08:50:39+00:00,"Selamat sore #SobatSehatBethesda

Di bulan Maret ini, Minbe pengen bagi info nih buat Sobat yang pengen sehat dan terbentuk imunitas yang paripurna di masa pandemi ini

*Paket Hemat Vaksin Influenza*

• Vaksin Influenza 200.000

• Vaksin Influenza + Injeksi Vitamin C
275.000 https://t.co/hd2P8zlPjK",DI Yogyakarta,Maret
suecaarimbawa,2021-05-27 23:47:17+00:00,"@Arjamuani Wkwkw , habis vaksin jauhin minum dulu

Kecarum hanya bisa langsung kesanur tu 😅",Bali,Mei
Aisyah_Embul,2021-06-26 01:13:08+00:00,Vaksin efektif mencegah penularan virus covid Varian Delta. Disiplin Atasi Pandemi https://t.co/dGK1VQwsYE,Kepulauan Bangka Belitung,Juni
husada_menik,2021-03-24 04:21:49+00:00,"Tau ga sih kalau ""Vaksin Influenza"" dapat dimanfaatkan sebagai IMMUNE BOSTER COVID 19 karena Influenza dan Covid 19 memiliki gejala yang hampir sama ,jadi untuk Sahabat Menik bisa langsung datang ke Klinik Menik Husada 24 jam 🤗
#KlinikUmum24Jam #apotik24jam #PelayananDokterUmum https://t.co/h4KKnqSWxA",Jawa Barat,Maret
Ramadhianni,2021-04-19 10:16:31+00:00,"@Taula_ @rehuellahangela Hallo kak, maaf mau tanya, penderita pcos boleh vaksin gak yaa?",Jawa Barat,April
dewinuha,2021-03-06 01:30:46+00:00,"Bangun tidur laper bat dah
Masak efek vaksin sampe sekarang
""Gampang laper"" 😌",Kalimantan Selatan,Maret
eparamata,2021-07-06 02:04:19+00:00,"Ibu yg mara-mara tadi akhirnya dipanggil.

Bapack-bapack disamping: ""Udah marah² dan pas diukur tensi ternyata tinggi, percuma. Gak jadi vaksin. HAHAHA"" *maskernya masih gantung di leher*

Me: https://t.co/CSFHHdymhk",Gorontalo,Januari
iaa_nrl,2021-06-23 15:56:57+00:00,Sy siap di vaksin 😬😬😬 toloong,Kalimantan Timur,Juni
YN41d4,2021-02-26 15:09:01+00:00,"Menkes Resmi Izinkan Swasta Produksi Vaksin Covid-19 Mandiri Gotong Royong
https://t.co/H2iPKS4Svd",DKI Jakarta,Februari
andhkctra,2021-03-28 02:06:28+00:00,Dari seorang rekan yang kegilaan bright. Mari otw cari slot vaksin 💉 https://t.co/fBoMugQjX5,Jawa Tengah,Maret
kangborgigi,2021-02-06 16:08:26+00:00,"Ntah ini efek vaksin atau ga, yang jelas hari ini udh berapa kali ketiduran saking ngantuknya. Dan jam segini aku baru bangun 😐",Bali,Februari
nomadicmarul,2021-01-29 12:17:48+00:00,Malaysia memang tunggu vaksin dari Pfizer je ke apa ni?  @Khairykj cepat sikitlah close deal dgn lain2 company. https://t.co/6MMm4kuqzo,Kalimantan Tengah,Januari
SS_Arshd,2021-02-27 23:43:19+00:00,Orang yang gaduh² pasla vaksin ni tak penat ke ?,Kalimantan Tengah,Februari
edelweisdie,2021-07-10 02:34:34+00:00,"@Daeng_Info @pend_ulum Tabe' min, bisaka vaksin walau bukan ktp mkssr?",Sulawesi Selatan,Januari
IndonesiaSehatt,2021-07-09 04:51:55+00:00,"Cek Lokasi Vaksin di Jakarta
#BersatuLawanCovid19
#GerakanBerbagiUntukWarga https://t.co/qJggonEDYR",Lampung,Januari
DahliaDwi6,2021-02-27 16:20:11+00:00,@MardaniAliSera Alhamdulillah hari ini vaksin tahap kedua sudah selesai berharap semoga mempunyai efek jangka panjang yang baik terhadap sistem imunitas tubuh dalam menangkal virus Covid-19 aaminn,Aceh,Februari
banabibells,2021-06-29 07:00:40+00:00,Abis vaksin bawaannya badan pegel semua hmm,Jawa Timur,Juni
DokMartin8,2021-03-20 15:10:25+00:00,@CabulSetengah Ayo vaksin...,Kepulauan Riau,Maret
Krisnamaharandi,2021-07-09 10:18:03+00:00,"@aalmasih Laiya di haruskan pake helm ya gpp.. pointnyakan kecelakan akan tetep terjadikan.. mau pake helm, pake baju astronot, pake js hujan.. intne kalo sdh di vaksin tetep bnyak yg msh positip bakal di catet teruss... ppkm darurat kuadrat maning",Lampung,Februari
Krisharsandi,2021-03-29 17:30:14+00:00,@enricobenarivo Diatas 50% yes. Dikit lg kalo kantor2 dah pada vaksin mandiri jg bakal los dol ini,DKI Jakarta,Maret
RajaDediHerman8,2021-06-29 02:19:37+00:00,"Pengisian Kartu Pengendali Vaksin... Ayo Vaksin di Puskesmas Terdekat
#PenyuluhAgamaIslamBergerak
#AyoVaksin
#RajaDediHermansyahKemenagAsahan https://t.co/tuIrgZkHe2",Aceh,Juni
mantegil1,2021-06-26 00:07:49+00:00,"Vaksin sangat penting bagi kesehatan untuk menjaga dari varian covid Delta
Disiplin Atasi Pandemi https://t.co/n2HyAlnmti",Kepulauan Bangka Belitung,Mei
Wahyu_New,2021-07-10 09:30:24+00:00,@PLindungi Saya sudah vaksin pertama kenapa belum ada sertifikatnya ya?,Kalimantan Utara,Maret
dr_koko28,2021-03-09 14:21:43+00:00,"Coba aja lihat TL-ku selama 400 hari kebelakang.

Adakah dukungan atau permintaan agar dilakukan lockdown di Indonesia?

Yang kami dorong adalah edukasi dan implementasi pola hidup sehat dalam berbagai aspek. Dari hulu sampai hilir. Plus adaptasi dalam kondisi wabah. 3M + vaksin.",Sulawesi Selatan,Maret
isacheplink,2021-04-19 15:21:36+00:00,@uutamiiii vaksin kedua keno nggo alasan mokah😆😆,DI Yogyakarta,April
DIABLOBAD,2021-01-23 09:48:14+00:00,Kasih alasan yang valid dong buat nolak vaksin Sinovac ?,Bali,Januari
tsaden3,2021-02-15 11:15:01+00:00,"@RadioElshinta Semoga ada #VaksinMandiri jadi yg kaya2 biar bayar, bantu Pemerintah utk biaya Vaksin yg tdk mampu.",Sulawesi Selatan,Februari
diniambarukmi,2021-05-27 00:56:00+00:00,Vaksin dapat mencegah penularan covid19 https://t.co/WPoeIdUpzT,DI Yogyakarta,Mei
dirikuboneka,2021-02-27 22:24:45+00:00,Aku setuju. Kami tak kesah klu frontliner terima vaksin dulu. Sbb mereka mmg layak. Yg ADUN EXCO jasa pon takde pd rakyat. Keja tak buat. Tiba2 nak vaksin dulu. Perangai sama mcm Adham Baba korg ni. Bila part ambek gmbr dia dpn skali. Keja taknak buat. https://t.co/zedvjlehLa,Sulawesi Utara,Februari
Emayant63176260,2021-07-10 01:17:04+00:00,"Ingat setelah vaksin jangan Kendor tetap disiplin protokol kesehatan. 
Yuk Disiplin PPKM https://t.co/QkjJQpPf8b",Kepulauan Bangka Belitung,Mei
arifpariamusta,2021-05-22 13:57:13+00:00,@senja1094 ketiduran gw habis vaksin tadi..,Sumatera Barat,Mei
Achonovski22,2021-03-28 07:23:24+00:00,@rhiahnf Kok bs dpt vaksin duluan kak ria?,DKI Jakarta,Maret
emadhan,2021-01-06 17:05:00+00:00,"@KemensetnegRI Kalo Vaksin Sinovac itu baru berita setidak2nya buat keluarga dan pejabat. Kalo pfizer semua juga mau, buatan kerjasama jerman amerika.",Sumatera Barat,Januari
Hidayah_Art,2021-03-19 11:43:03+00:00,@st_nurjanahh HEPI kalo baca kabar baik ttg vaksin untuk virus covid,Jawa Tengah,Maret
adiewaridi,2021-02-26 12:23:56+00:00,"Me: Ayah dah daftar utk vaksin
Ayah : Takpe lah. (Aku mmg tahu ayah aku antara org² yg mudah percaya apa dlm wassap grup 🤭)
Me : Ok (dlm hati)

Aku bukan jenis yg suka argue. Setiap kita ada pilihan dlm perjalanan hidup mereka. Setiap pilihan ada kesannya. So let it be.",Aceh,Februari
ridez_,2021-07-09 08:17:19+00:00,"@mardiasih Mba kalis, mohon share jika ada info vaksin gratis 18thn keatas tanpa harus ktp jogja. Ada anak teman 'terjebak' di YK ga bisa balik pontianak krn blm vaksin. Suwun mba. Domisilinya di concat.",Kalimantan Barat,Januari
TogaHQ,2021-06-26 03:30:54+00:00,"Beliau ini simpul. Begitu beliau mau, banyak yg mengikut. Sudah jelang 80, Gaes.

Foto kedua, Lae Nababan. Rajin kali mengajak orang ikut vaksin.

Kita berlomba dng waktu. Lakukan sekecil apapun peran yg kita bisa. https://t.co/kiuNiy6QRj",Sumatera Utara,Juni
Famy98202558,2021-06-26 06:25:52+00:00,Alhamdulillah selesai vaksin ke-2.. @ Grand Q Hotel Gorontalo https://t.co/GqoRJ2pb5K,Gorontalo,Juni
Risnaen_NA,2021-07-10 08:43:27+00:00,Abis vaksin lgsng demam 🙂🙏🏻,Kalimantan Barat,Februari
atikdwitama1,2021-04-29 21:50:56+00:00,"Ceritanya..
Semalem abis tarawih jam 8 buka hp posisi dah di kasur, buka wa grup ternyata jadwal vaksin kedua hari ini, 30 april. 
Tak cek lah si cosmic, padahal kemaren siang di kantor blm ada jadwalnya, ujuk2 ini malem keluar. 
Gradak gruduk lah tuh nyari print sebangsri raya- https://t.co/gTooIv1lid",Kalimantan Tengah,April
iaridlo,2021-03-28 04:15:54+00:00,"*Revisi dikit. Tolong Bapak/Ibu, anak-anak ini kelompok rentan, karena jika ujicoba pada kelompok anak-anak sukses, vaksin baru dapat diberikan pada akhir 2021.",Jawa Timur,Maret
UGMYogyakarta,2021-04-18 06:12:03+00:00,8.962 Warga #UGM Terima Vaksin Covid Tahap II https://t.co/XIvTSf1tR9 https://t.co/nxOol5G4tZ,DI Yogyakarta,April
Catatan_ali7,2021-04-28 07:57:01+00:00,Itu Vaksin Apa PIL BIRU 🙄🙄🙄 https://t.co/OLwn0ztUy0,DI Yogyakarta,April
Cinleng_,2021-01-26 14:11:06+00:00,"Liat berita vaksin, bukannya takut divaksin tapi takut jarum suntiknya panjang beut dah",Bali,Januari
UGMYogyakarta,2021-02-22 09:11:02+00:00,#UGM Data Pegawai Penerima Vaksin Covid-19 Tahap II https://t.co/kzzkNcGV9p https://t.co/aKaF7YwxkX,DI Yogyakarta,Februari
erkwsyh,2021-02-27 12:22:58+00:00,Bisa jadi dapet vaksin dari jalur ini dong 😂 https://t.co/ua2yjLusCc,Banten,Februari
Earth_V3,2021-04-29 10:46:38+00:00,"@TamiaTriandini Twittr gaada option edit post yal. Lupa klo ada nomr induk lengkap jdi dhpus deh. Haha

Katamia dah vaksin? Pnsran d jepang pilih vaksin yg mana yaa",Gorontalo,April
dekharry,2021-01-20 09:34:29+00:00,"Kekokake 😁😁😬
Sabu diisap.. ganja diisep.. pil koplo ditelan.. ekstasi di makan.. arak oplos ditelan.. semua tdk lolos BPOM.. giliran yg lolos BPOM.. vaksin takut .. isi sok nanyain kandungan yg ada dlm vaksin 😁😁😃 https://t.co/4oudcXs3Nq",Bali,Januari
IndonesiaSehatt,2021-07-09 05:23:42+00:00,"Seluruh vaksin aman, halal, dan efektif mencegah penularan Covid-19

#BersatuLawanCovid19
#NegeriPulihDenganVaksin https://t.co/P8bLxNNVuq",Lampung,Februari
polsek_senggigi,2021-04-28 01:14:16+00:00,"Wujudkan Indonesia bebas dari COVID-19 dengan Vaksin yang Halal, Aman dan Gratis

#divhumaspolri 
#humaspoldantb 
#humaspolreslobar
#KampungSehat2NTB
#kampungsehatntbjilid2
#kampungsehatnuruttatananbaru
#polreslobar 
#polreslobarsukseskanlombakampungsehat https://t.co/myy5eDx25s",Nusa Tenggara Barat,April
IndonesiaSehatt,2021-07-09 05:23:50+00:00,"Vaksin Covid-19 Untuk Anak Aman

#BersatuLawanCovid19
#NegeriPulihDenganVaksin https://t.co/hOHB3LCLip",Lampung,Februari
jatsuislalune,2021-01-23 12:28:12+00:00,@k3wyz_ Lepas vaksin kery,Aceh,Januari
yonsetiahadi,2021-02-27 13:21:01+00:00,@Oseng2Plenthong Rung tau di vaksin smadav po koe,Sulawesi Utara,Februari
DJocBunthu,2021-02-23 20:39:49+00:00,"Ga onok seng mobile legend an ? 😅
(sambil ndelok ariel bahas vaksin covid)",Jawa Timur,Februari
polsek_senggigi,2021-06-28 13:49:19+00:00,"Vaksinasi COVID-19 dalam rangka Hari Bhayangkara ke-75 di Aruna Sea View.
Vaksin COVID-19 : HALAL - AMAN - GRATIS

#polreslobar 
#polreslobarsukseskanlombakampungsehat
#divhumaspolri 
#humaspoldantb 
#humaspolreslobar
#KampungSehat2NTB
#kampungsehatntbjilid2 https://t.co/cYXtqCIbtk",Nusa Tenggara Barat,Juni
katzmonster_,2021-04-20 04:24:17+00:00,@putusuastana_ Adi rg mare gen suud vaksin sing ade efek apa nah,Bali,April
ProsesnewsID,2021-07-08 17:22:36+00:00,"Aldy pun mengajak kepada seluruh elemen Mahasiswa untuk melakukan vaksinasi dan lebih memberikan edukasi serta meluruskan informasi salah yang di terima masyarakat.
#ProsesnewsID #Vaksin #BemNusantara https://t.co/GWe8JO15Sk",Gorontalo,Januari
myunnur_,2021-07-09 09:04:07+00:00,"@sayonayaaa Klu aku pribadi enggak ada efek demam sih kk,  paling cuma laper aja kak,  soalnya aku vaksin pas puasa 😁",Lampung,Juni
Kimsujin07,2021-04-26 01:29:45+00:00,Alhamdulillah Finally Sukses Vaksin Pertama walaupun dag dig dug 🤭 https://t.co/kEwygl5XXF,Jawa Barat,April
IndonesiaSehatt,2021-07-09 04:51:55+00:00,"Cek Lokasi Vaksin di Jakarta
#BersatuLawanCovid19
#GerakanBerbagiUntukWarga https://t.co/qJggonEDYR",Lampung,April
NapakTilas25,2021-06-12 02:45:01+00:00,Vaksin efektif menekan kasus Covid-19 https://t.co/5A7w93czrF,Nusa Tenggara Barat,Juni
jnny_eny,2021-07-10 03:16:33+00:00,"Ini Dua Jenis Vaksin yang Diklaim Efektif Cegah Mutasi Virus Corona India
https://t.co/ebWObfazTt
Yuk Disiplin PPKM",Kalimantan Utara,Mei
TAnanstasia,2021-06-17 00:56:59+00:00,"Minimal kita memperketat prokes dan jangan lupa vaksin.
Bangsa Kuat https://t.co/2lgvL2dYW0",Kalimantan Utara,Maret
Putra11445851,2021-06-08 09:12:23+00:00,"Kelangkaan vaksin menjadi salah satu alasan mengapa Arab Saudi belum memutuskan kuota jemaah haji untuk Indonesia.
Dana Haji Terjamin
@jokowi  @YaqutCQoumas  @Kemenag_RI https://t.co/MEJ29FczxM",Kalimantan Utara,Juni
instagilram,2021-03-25 13:26:56+00:00,"Dok @blogdokter, mau tanya..
Bisakah vaksin ke-2 diterima kurang dari 14 hari?",Jawa Barat,Maret
BKIPM_MedanII,2021-04-01 09:00:55+00:00,"Awal bulan diawali dengan briefing pagi, pimpinan memastikan kondisi kesehatan seluruh pegawai SKIPm tetap sehat dan prima setelah pasca vaksin Covid-19 tahap pertama👏 @HumasBKIPM @EdiSant87082110 https://t.co/NokjkkJroM",Sumatera Utara,April
pontianakpost1,2021-07-08 04:49:20+00:00,"Zona Kuning, Ajukan Penambahan Vaksin https://t.co/QPmA3dSVcq",Kalimantan Barat,Januari
rd_aansaputra,2021-03-26 16:49:00+00:00,"terimakasih kami haturkan, Alhamdulillah saya sudah vaksin 2x , matursuwun atas kerja kerasnya berbagai pihak, wabilkhusus pemerintah &amp; nakes. doa baik kami haturkan.. sehat sehat lancar. https://t.co/3ueLpKpnYG",Bali,Maret
